Time (HH:mm:ss),Time (GPS ns),UTC offset (s),Time from start of file (s),Latitude (deg),Longitude (deg),Altitude (m),Velocity north (m/s),Velocity east (m/s),Velocity down (m/s),Acceleration Xv (m/s²),Acceleration Yv (m/s²),Acceleration Zv (m/s²),Heading (deg),Pitch (deg),Roll (deg),Velocity up (m/s)
20:48:06,1302122904201000000,-18,637.204000000,37.4279360225823,-122.183082419292,8.07206535339355,0.0038,-0.0069,0.009,0.016,-3.5707,-10.1713,26.9081034116264,0.0792400630665928,-0.416597612839622,-0.009
20:48:07,1302122905201000000,-18,638.204000000,37.4279360609665,-122.183082437194,8.06762409210205,0.0009,0.002,-0.0028,-0.014,3.3009,-5.9559,26.9003111856126,0.0832507676325086,-0.410638851770261,0.0028
20:48:08,1302122906201000000,-18,639.204000000,37.427936137406,-122.183082450634,8.05947780609131,0.0004,-0.0018,-0.001,0.0391,-3.7298,-3.9358,26.891086565111,0.0811881195700376,-0.408232429030712,0.001
20:48:09,1302122907201000000,-18,640.204000000,37.4279361097825,-122.183082424021,8.06116962432861,-0.0004,-0.0053,-0.0116,-0.0006,-0.0381,-8.1122,26.8875915225607,0.0839956127661787,-0.407602175456068,0.0116
20:48:10,1302122908201000000,-18,641.204000000,37.4279360377257,-122.18308240887,8.0696849822998,-0.0067,0.0033,-0.0079,0.0251,-2.1134,-9.0918,26.8736113523595,0.0780368516968181,-0.408347020589738,0.0079
20:48:11,1302122909201000000,-18,642.204000000,37.4279359959287,-122.183082433895,8.0737886428833,0.0009,-0.0063,-0.0074,-0.0414,4.7529,-3.1409,26.855792364931,0.0799276124207498,-0.410581555990748,0.0074
20:48:12,1302122910201000000,-18,643.204000000,37.4279359976002,-122.183082424091,8.06941413879395,0.0006,0.0027,0.004,0.063,-4.0499,-4.9601,26.8417548989503,0.077922260137792,-0.414764147895203,-0.004
20:48:13,1302122911201000000,-18,644.204000000,37.4279360541153,-122.183082416034,8.06069564819336,0.0065,-0.0047,-0.0019,0.0217,-2.819,-7.5436,26.8288633485598,0.0764325698704518,-0.41304527450981,0.0019
20:48:14,1302122912201000000,-18,645.204000000,37.4279360504614,-122.183082395546,8.05809116363525,0,0.008,0.0071,0.01,3.9261,-9.4206,26.8196960238377,0.0818756689241946,-0.407888654353633,-0.0071
20:48:15,1302122913201000000,-18,646.204000000,37.4279360125351,-122.183082377082,8.06213569641113,0.0017,-0.0044,-0.0003,0.0249,-2.0116,-6.4302,26.7967777120325,0.0822194436012731,-0.401299639709629,0.0003
20:48:16,1302122914201000000,-18,647.204000000,37.4279360062926,-122.183082387348,8.06523513793945,0.0036,-0.0118,0.0003,-0.0325,1.5613,-4.9004,26.7885844155621,0.077979555917305,-0.399294287426671,-0.0003
20:48:17,1302122915201000000,-18,648.204000000,37.4279360240151,-122.183082380956,8.06497001647949,-0.0019,0.0007,-0.0063,-0.0002,0.9828,-7.6682,26.7840580489806,0.0750001753826248,-0.401070456591576,0.0063
20:48:18,1302122916201000000,-18,649.204000000,37.4279360563417,-122.183082369197,8.06221103668213,-0.0028,0.0061,0.0104,0.0516,-1.1772,-12.5234,26.7724270057394,0.0794692461846452,-0.404794682259927,-0.0104
20:48:19,1302122917201000000,-18,650.204000000,37.4279360869392,-122.183082359721,8.0577449798584,0.0007,0.0054,-0.0039,0.0203,0.3754,-12.5234,26.75942086379,0.0755731331777556,-0.412185837817114,0.0039
20:48:20,1302122918201000000,-18,651.204000000,37.4279361053963,-122.183082411555,8.05484580993652,0.0057,-0.0037,-0.0035,-0.0042,0.588,-13.0672,26.7429769750697,0.080042203979776,-0.413331753407376,0.0035
20:48:21,1302122919201000000,-18,652.204000000,37.4279360599015,-122.183082441594,8.05435848236084,0.0066,-0.0072,-0.0012,0.0281,-1.197,-9.5094,26.7324345516393,0.0868031059623197,-0.411269105344905,0.0012
20:48:22,1302122920201000000,-18,653.204000000,37.4279360463737,-122.183082448948,8.05560207366943,0.0054,-0.0089,0.0015,0.0026,0.697,-13.5342,26.7246423256255,0.0891522329223561,-0.404049837126257,-0.0015
20:48:23,1302122921201000000,-18,654.204000000,37.4279360398556,-122.183082462542,8.05415344238281,0.0031,-0.0062,0.0038,0.0455,-1.4652,-11.4289,26.7147874515493,0.0866312186237805,-0.403648766669665,-0.0038
20:48:24,1302122922201000000,-18,655.204000000,37.4279360298063,-122.183082495195,8.05650424957275,0.0003,-0.0005,0.0065,0.0592,-2.3586,-6.7755,26.7038439576623,0.0883500920091729,-0.403304991992586,-0.0065
20:48:25,1302122923201000000,-18,656.204000000,37.4279359989387,-122.183082466531,8.06261444091797,-0.004,0.0095,0.0011,0.0185,3.0973,-13.4994,26.693759900468,0.0924180923546018,-0.407430288117528,-0.0011
20:48:26,1302122924201000000,-18,657.204000000,37.4279359983578,-122.183082438857,8.06415367126465,0.0002,0.0027,-0.0085,-0.0025,0.6016,-7.6257,26.6824726319039,0.0884646835681991,-0.409034569943895,0.0085
20:48:27,1302122925201000000,-18,658.204000000,37.4279360381717,-122.183082429697,8.06056785583496,-0.0038,0.0109,0.0016,0.0796,-3.7149,-8.4301,26.6647109402548,0.0896678949379738,-0.410753443329287,-0.0016
20:48:28,1302122926201000000,-18,659.204000000,37.427936069706,-122.183082433456,8.06487846374512,0.0032,-0.0006,-0.0019,-0.0183,-0.5887,-8.7625,26.6505588827151,0.08216214782176,-0.413274457627863,0.0019
20:48:29,1302122927201000000,-18,660.204000000,37.4279360358987,-122.183082465051,8.07498264312744,0.0017,0.0021,0.001,-0.0137,4.6916,-14.7921,26.6357192758212,0.0865739228442674,-0.41230042937614,-0.001
20:48:30,1302122928201000000,-18,661.204000000,37.4279359990913,-122.183082462432,8.08086967468262,0.004,-0.0013,0.0009,0.005,2.3131,-13.2426,26.6142333585038,0.0885792751272253,-0.410696147549774,-0.0009
20:48:31,1302122929201000000,-18,662.204000000,37.4279359795985,-122.183082441994,8.07611846923828,0.0031,0.0059,0.0045,-0.0009,1.7412,-3.8858,26.6058681746949,0.0864020355057281,-0.410868034888313,-0.0045
20:48:32,1302122930201000000,-18,663.204000000,37.4279360155559,-122.183082358926,8.0713586807251,0.0024,0.0076,0.0049,0.0659,-3.8495,-10.795,26.6077589354188,0.0868031059623197,-0.414363077438611,-0.0049
20:48:33,1302122931201000000,-18,664.204000000,37.4279360100578,-122.18308239765,8.07139682769775,0.0012,0.0065,-0.0079,0.0046,-0.9663,-9.8086,26.6010553292158,0.0916159514414186,-0.41545169724936,0.0079
20:48:34,1302122932201000000,-18,665.204000000,37.427935994552,-122.183082474622,8.07294178009033,-0.0011,0.0026,-0.0069,0.0457,-1.2257,-10.3532,26.5922317791708,0.0959704306844129,-0.416253838162543,0.0069
20:48:35,1302122933201000000,-18,666.204000000,37.4279360424588,-122.183082540634,8.0675802230835,-0.0048,0.0065,-0.0049,0.012,0.742,-11.4823,26.5728085099159,0.0884646835681991,-0.417055979075726,0.0049
20:48:36,1302122934201000000,-18,667.204000000,37.4279361036694,-122.183082528715,8.05812835693359,-0.0042,0.0057,0.0018,-0.0071,3.8066,-9.3029,26.5673081150826,0.0818183731446815,-0.414534964777151,-0.0018
20:48:37,1302122935201000000,-18,668.204000000,37.4279361329123,-122.18308247269,8.04841136932373,-0.0015,-0.0016,-0.0002,0.0834,-8.0692,-10.6099,26.564787100784,0.0775784854607135,-0.413618232304941,0.0002
20:48:38,1302122936201000000,-18,669.204000000,37.4279361413651,-122.183082444673,8.04939079284668,-0.0013,0.0008,-0.0103,0.0179,-4.7206,-9.551,26.5638130725323,0.0748855838235986,-0.415165218351794,0.0103
20:48:39,1302122937201000000,-18,670.204000000,37.4279361235934,-122.183082467263,8.05886077880859,-0.005,0.0082,0.0079,0.0381,-0.9808,-13.7049,26.5471972964735,0.078667105271462,-0.417514345311831,-0.0079
20:48:40,1302122938201000000,-18,671.204000000,37.4279361117808,-122.18308246665,8.05924415588379,-0.0045,0.0056,-0.0081,0.0169,-0.775,-15.7489,26.5379726759719,0.0764325698704518,-0.425077388207558,0.0081
20:48:41,1302122939201000000,-18,672.204000000,37.427936097995,-122.183082434541,8.05536842346191,-0.0075,0.0109,0.0021,0.0031,1.0757,-7.7874,26.5349932954372,0.0783233305943835,-0.423530402160704,-0.0021
20:48:42,1302122940201000000,-18,673.204000000,37.4279360571963,-122.183082432602,8.0572452545166,-0.0068,0.0055,0.0051,0.0363,0.9724,-5.5151,26.5303523372967,0.0795265419641583,-0.420436430066998,-0.0051
20:48:43,1302122941201000000,-18,674.204000000,37.4279359984515,-122.183082440459,8.06099891662598,-0.0067,-0.0002,-0.005,-0.001,1.1397,-11.0098,26.5285188723522,0.0883500920091729,-0.41992076805138,0.005
20:48:44,1302122942201000000,-18,675.204000000,37.4279359487496,-122.183082447904,8.06465721130371,-0.003,-0.0071,-0.006,-0.0101,-0.4601,-14.6004,26.5266854074078,0.0905846274101831,-0.416311133942056,0.006
20:48:45,1302122943201000000,-18,676.204000000,37.4279359556823,-122.183082455461,8.06333351135254,-0.0035,0.0004,0.0001,0.0275,-0.308,-13.5007,26.527487548321,0.0892668244813822,-0.414191190100072,-0.0001
20:48:46,1302122944201000000,-18,677.204000000,37.4279359927402,-122.183082447322,8.05495834350586,-0.0077,0.0059,-0.0038,-0.0202,3.7673,-16.5379,26.5250238298019,0.0853707114744927,-0.411956654699062,0.0038
20:48:47,1302122945201000000,-18,678.204000000,37.4279360336003,-122.183082422377,8.04534721374512,-0.006,0.0061,0.0006,0.0219,1.2181,-16.7221,26.52525301292,0.0825059224988385,-0.411154513785879,-0.0006
20:48:48,1302122946201000000,-18,679.204000000,37.4279360002607,-122.183082418038,8.04872512817383,-0.0012,-0.0015,-0.0039,0.0026,2.6468,-8.7781,26.5213568999131,0.0867458101828066,-0.409607527739025,0.0039
20:48:49,1302122947201000000,-18,680.204000000,37.4279359474026,-122.183082466353,8.05997943878174,0.0008,0.0027,-0.0001,-0.008,2.3444,-10.2792,26.5153981388437,0.0894960075994346,-0.414363077438611,0.0001
20:48:50,1302122948201000000,-18,681.204000000,37.4279359886463,-122.183082497082,8.06081676483154,0.0056,-0.0041,0.0025,0.014,-1.7714,-8.5329,26.5074340254914,0.0900689653945654,-0.415050626792768,-0.0025
20:48:51,1302122949201000000,-18,682.204000000,37.4279360659316,-122.183082513276,8.05166244506836,0.0058,-0.0024,0.0086,0.0428,-2.7813,-12.5272,26.5040535745002,0.0868604017418328,-0.417227866414265,-0.0086
20:48:52,1302122950201000000,-18,683.204000000,37.4279361096389,-122.183082515564,8.05044174194336,0.0025,-0.0002,0.0027,0.0038,1.1123,-12.6879,26.5046265322953,0.0852561199154665,-0.419576993374302,-0.0027
20:48:53,1302122951201000000,-18,684.204000000,37.4279360865687,-122.18308251276,8.06026649475098,-0.0031,0.0017,-0.006,0.023,-0.4006,-7.4732,26.5072048423734,0.0867458101828066,-0.423301219042652,0.006
20:48:54,1302122952201000000,-18,685.204000000,37.4279360610628,-122.183082499117,8.06734085083008,-0.0022,0.0008,-0.0048,-0.0421,8.057,-6.997,26.5139084485764,0.0782660348148704,-0.424160655735348,0.0048
20:48:55,1302122953201000000,-18,686.204000000,37.4279360749474,-122.183082490717,8.06594657897949,0.0006,0.0026,-0.0069,0.0302,-1.5485,-8.2111,26.5081215748456,0.0733385977767454,-0.421467754098234,0.0069
20:48:56,1302122954201000000,-18,687.204000000,37.427936138071,-122.18308245677,8.06227874755859,0.0102,-0.0084,0.0012,0.0361,-3.9064,-9.8692,26.5076632086095,0.0714478370528137,-0.416769500178161,-0.0012
20:48:57,1302122955201000000,-18,688.204000000,37.4279361735271,-122.183082415432,8.05988883972168,0.0017,0.0089,-0.0008,0.0045,2.7879,-6.8624,26.5023347011148,0.0744272175874939,-0.409091865723408,0.0008
20:48:58,1302122956201000000,-18,689.204000000,37.4279361325002,-122.183082385676,8.05822086334229,0.0013,0.0033,0.0006,0.0397,-1.1091,-9.5686,26.5096112651129,0.0803286828773414,-0.403534175110639,-0.0006
20:48:59,1302122957201000000,-18,690.204000000,37.4279360522312,-122.183082386988,8.06206035614014,-0.0022,0.0034,-0.0021,0.0341,-2.4813,-8.0205,26.5153981388437,0.0869176975213459,-0.402903921535995,0.0021
20:49:00,1302122958201000000,-18,691.204000000,37.427936017152,-122.183082405447,8.06631088256836,-0.0053,0.0052,-0.0081,-0.0171,2.6281,-14.4508,26.5215287872516,0.0888657540247907,-0.406513555645319,0.0081
20:49:01,1302122959201000000,-18,692.204000000,37.4279360500355,-122.18308244853,8.06174087524414,-0.006,0.0058,-0.0036,0.0144,1.7788,-7.3865,26.5234768437551,0.0865739228442674,-0.413331753407376,0.0036
20:49:02,1302122960201000000,-18,693.204000000,37.4279360720756,-122.183082452198,8.05334854125977,-0.0024,-0.0053,0.0023,0.0618,-3.9157,-2.3349,26.5157419135208,0.0794692461846452,-0.412987978730297,-0.0023
20:49:03,1302122961201000000,-18,694.204000000,37.4279360796882,-122.183082491687,8.05307769775391,-0.0021,-0.007,0.0027,0.0211,-4.054,-7.0656,26.5086945326407,0.0750001753826248,-0.418373782004527,-0.0027
20:49:04,1302122962201000000,-18,695.204000000,37.4279360392791,-122.183082508706,8.06336498260498,-0.0017,-0.0056,-0.0023,-0.0017,-0.5283,-5.645,26.5082361664046,0.0782660348148704,-0.417285162193779,0.0023
20:49:05,1302122963201000000,-18,696.204000000,37.4279359870236,-122.183082466965,8.07212257385254,0.0016,-0.0067,0.0038,-0.0224,1.7888,-4.4373,26.5100123355695,0.0812454153495507,-0.411670175801496,-0.0038
20:49:06,1302122964201000000,-18,697.204000000,37.4279360222543,-122.18308243678,8.06773948669434,-0.0006,0.0042,0.0055,0.0143,2.1335,-6.3518,26.5123614625296,0.078667105271462,-0.410753443329287,-0.0055
20:49:07,1302122965201000000,-18,698.204000000,37.4279360528819,-122.183082396058,8.0599536895752,0.003,-0.0031,0.0027,-0.0139,1.9455,-9.5853,26.5050276027519,0.0790108799485405,-0.404565499141874,-0.0027
20:49:08,1302122966201000000,-18,699.204000000,37.4279360170271,-122.183082373223,8.0607442855835,0.0012,-0.0045,0.0016,0.0687,-4.959,-7.5065,26.4990688416825,0.082792401396404,-0.4033622877721,-0.0016
20:49:09,1302122967201000000,-18,700.204000000,37.427935957875,-122.18308239178,8.06734848022461,-0.0027,-0.0021,0.0001,0.0514,-4.5911,-10.5575,26.4975218556357,0.087719838434529,-0.401242343930115,-0.0001
20:49:10,1302122968201000000,-18,701.204000000,37.4279359280211,-122.183082429734,8.06810855865479,-0.0022,0.0001,-0.0039,0.0321,-2.3094,-8.9172,26.4972353767381,0.0872614721984244,-0.404393611803335,0.0039
20:49:11,1302122969201000000,-18,702.204000000,37.4279359757753,-122.183082468692,8.06027984619141,0.0012,-0.0025,-0.0036,0.0309,-3.0746,-9.6756,26.4939122215263,0.0847977536793618,-0.411612880021983,0.0036
20:49:12,1302122970201000000,-18,703.204000000,37.4279360360946,-122.183082473954,8.05104351043701,0.0024,0.0028,-0.0015,0.0098,1.5852,-15.0707,26.4827395445213,0.0798130208617237,-0.415566288808386,0.0015
20:49:13,1302122971201000000,-18,704.204000000,37.42793604393,-122.183082468104,8.04468631744385,0.0026,0.0047,0.0018,-0.0027,3.0943,-10.6058,26.4776975159241,0.0825059224988385,-0.413389049186889,-0.0018
20:49:14,1302122972201000000,-18,705.204000000,37.4279360324569,-122.183082465579,8.04131031036377,0.0048,-0.0038,-0.0013,0.029,-2.0805,-4.3255,26.4698479941308,0.0858863734901104,-0.413102570289324,0.0013
20:49:15,1302122973201000000,-18,706.204000000,37.4279360691514,-122.183082485681,8.0452880859375,0.0012,0.001,0.0001,0.0356,0.0328,-13.1,26.4664102473601,0.0864020355057281,-0.414477668997637,-0.0001
20:49:16,1302122974201000000,-18,707.204000000,37.4279360837471,-122.183082480461,8.04969310760498,0.0037,-0.003,-0.004,0.0375,-1.0913,-10.4767,26.4557532323706,0.0834799507505609,-0.410696147549774,0.004
20:49:17,1302122975201000000,-18,708.204000000,37.427936075411,-122.183082461982,8.05045795440674,0.0022,0.0015,-0.0093,0.0044,-0.4087,-13.378,26.4470442738846,0.0842820916637441,-0.409378344620973,0.0093
20:49:18,1302122976201000000,-18,709.204000000,37.4279360839696,-122.183082444395,8.04612350463867,0.0004,0.0058,-0.0007,0.015,-2.1569,-8.8745,26.4342673150532,0.0832507676325086,-0.412873387171271,0.0007
20:49:19,1302122977201000000,-18,710.204000000,37.427936124696,-122.183082414896,8.04808616638184,-0.0009,0.0084,0.0009,0.0738,-6.4433,-11.1202,26.4293971737946,0.0786098094919489,-0.409779415077565,-0.0009
20:49:20,1302122978201000000,-18,711.204000000,37.4279361192451,-122.183082399363,8.05244922637939,0.0036,-0.0029,-0.0035,0.0105,-0.3517,-6.0343,26.4264177932599,0.0838237254276394,-0.410696147549774,0.0035
20:49:21,1302122979201000000,-18,712.204000000,37.4279360754629,-122.183082418468,8.05617713928223,-0.0003,-0.0006,0.0017,0.0055,-0.2778,-7.464,26.4185682714666,0.0826778098373778,-0.409951302416104,-0.0017
20:49:22,1302122980201000000,-18,713.204000000,37.4279360574277,-122.1830824366,8.05653858184814,-0.003,0.0015,-0.0016,0.0015,-1.0173,-13.1119,26.4122084399407,0.0830788802939694,-0.411097218006366,0.0016
20:49:23,1302122981201000000,-18,714.204000000,37.4279360530773,-122.18308243668,8.06141185760498,-0.0025,0.0028,-0.0024,0.0336,-1.4858,-9.8068,26.4079685522567,0.0841675001047179,-0.409836710857078,0.0024
20:49:24,1302122982201000000,-18,715.204000000,37.4279360428556,-122.183082434936,8.06272411346436,-0.003,0.0068,0.007,0.037,-2.3157,-6.7442,26.3975980161648,0.0809016406724722,-0.415910063485465,-0.007
20:49:25,1302122983201000000,-18,716.204000000,37.4279360308924,-122.183082465938,8.06135749816895,0.0005,0.0004,0.0003,0.0035,0.6113,-11.529,26.378747704705,0.0861728523876758,-0.414019302761533,-0.0003
20:49:26,1302122984201000000,-18,717.204000000,37.4279360197334,-122.183082448086,8.06324100494385,-0.0005,-0.0014,-0.0029,-0.0268,1.8375,-8.6628,26.3602411679223,0.0874333595369636,-0.416139246603517,0.0029
20:49:27,1302122985201000000,-18,718.204000000,37.4279360365433,-122.183082480385,8.06569957733154,-0.0062,0.0083,-0.0047,0.0164,0.9079,-5.9445,26.3487247162402,0.0826778098373778,-0.416540317060108,0.0047
20:49:28,1302122986201000000,-18,719.204000000,37.4279360039477,-122.183082461089,8.06555366516113,-0.0006,-0.0019,-0.0058,0.035,-1.0633,-17.1711,26.3417346311396,0.0864020355057281,-0.416253838162543,0.0058
20:49:29,1302122987201000000,-18,720.204000000,37.4279360126291,-122.183082459398,8.06515693664551,0.002,-0.0044,-0.0052,0.0111,0.7857,-7.8488,26.3342861798029,0.0857717819310842,-0.413618232304941,0.0052
20:49:30,1302122988201000000,-18,721.204000000,37.4279360379708,-122.183082452725,8.06296253204346,0.0022,-0.0038,-0.0043,0.008,-1.5561,-16.7039,26.3279263482769,0.0857144861515712,-0.41172747158101,0.0043
20:49:31,1302122989201000000,-18,722.204000000,37.4279360802231,-122.183082444211,8.05903434753418,0.0013,-0.0018,-0.0055,0.0116,3.0059,-15.9136,26.3141180654143,0.086974993300859,-0.408060541692172,0.0055
20:49:32,1302122990201000000,-18,723.204000000,37.4279361307917,-122.183082430402,8.05350875854492,0.0008,-0.0077,-0.003,0.005,1.7025,-8.7881,26.2914862325066,0.0815891900266292,-0.409664823518539,0.003
20:49:33,1302122991201000000,-18,724.204000000,37.4279361406222,-122.183082439691,8.05328559875488,-0.0036,0.0013,0.0015,0.0497,-2.7565,-7.2017,26.2814021753123,0.0808443448929592,-0.410409668652209,-0.0015
20:49:34,1302122992201000000,-18,725.204000000,37.4279360694003,-122.183082470733,8.05802536010742,-0.0048,0.0051,-0.0141,-0.01,1.1866,-6.2886,26.2622080891754,0.0780941474763312,-0.415623584587899,0.0141
20:49:35,1302122993201000000,-18,726.204000000,37.4279360318935,-122.183082520667,8.06246089935303,0.0027,-0.0033,-0.0016,0.0091,-1.1367,-10.1974,26.2520667362016,0.0802713870978283,-0.416712204398648,0.0016
20:49:36,1302122994201000000,-18,727.204000000,37.4279360769871,-122.18308254514,8.05951023101807,0.0016,0.0006,-0.007,0.0318,-2.2962,-10.6063,26.2411805380941,0.0830215845144563,-0.421926120334338,0.007
20:49:37,1302122995201000000,-18,728.204000000,37.4279361058659,-122.18308254854,8.05387878417969,0.005,-0.0068,-0.0117,0.0338,-6.2653,-15.1647,26.242956707259,0.0841102043252048,-0.421353162539207,0.0117
20:49:38,1302122996201000000,-18,729.204000000,37.4279360347624,-122.183082555485,8.06158351898193,0.0008,-0.0033,-0.01,0.0046,-0.0574,-5.0126,26.2468528202659,0.0849696410179011,-0.422842852806547,0.01
20:49:39,1302122997201000000,-18,730.204000000,37.427935977142,-122.183082537195,8.07169532775879,-0.0025,0.0003,-0.0024,0.0066,1.414,-10.434,26.2463371582503,0.0903554442921308,-0.417055979075726,0.0024
20:49:40,1302122998201000000,-18,731.204000000,37.4279359782026,-122.183082499691,8.068772315979,-0.0013,-0.0043,-0.0056,0.0398,-2.6166,-14.3976,26.2366541715126,0.0879490215525814,-0.411670175801496,0.0056
20:49:41,1302122999201000000,-18,732.204000000,37.4279360435088,-122.183082439338,8.06114387512207,0,-0.0008,-0.0056,0.0254,-2.9263,-12.2068,26.2283462834832,0.0811881195700376,-0.412930682950784,0.0056
20:49:42,1302123000201000000,-18,733.204000000,37.4279360725597,-122.18308241125,8.06326007843018,0.0006,0.0023,-0.0023,0.0321,-4.7266,-4.7225,26.2208978321465,0.0794119504051321,-0.41172747158101,0.0023
20:49:43,1302123001201000000,-18,734.204000000,37.4279360728885,-122.183082419222,8.06592655181885,-0.0021,0.0055,0.0028,0.0611,-2.4552,-8.6112,26.223075071768,0.0831361760734824,-0.407945950133146,-0.0028
20:49:44,1302123002201000000,-18,735.204000000,37.4279360848208,-122.183082445579,8.06304168701172,0.0021,-0.0044,-0.0025,-0.0244,1.8402,-9.7357,26.2171163106986,0.0810735280110115,-0.410696147549774,0.0025
20:49:45,1302123003201000000,-18,736.204000000,37.4279360952604,-122.183082472509,8.05799865722656,0.0017,-0.0039,0.0028,0.0405,-2.4237,-9.741,26.2089803100078,0.0778076685787658,-0.413732823863967,-0.0028
20:49:46,1302123004201000000,-18,737.204000000,37.4279360997634,-122.183082510633,8.05774211883545,0.0011,-0.0021,-0.0125,0.0086,-0.7699,-12.5827,26.200958900876,0.0790108799485405,-0.414420373218124,0.0125
20:49:47,1302123005201000000,-18,738.204000000,37.4279360836649,-122.183082528331,8.06133460998535,-0.0009,0.0004,-0.0044,-0.0349,2.8299,-11.6946,26.2024485911433,0.0776930770197396,-0.412071246258088,0.0044
20:49:48,1302123006201000000,-18,739.204000000,37.4279361082895,-122.183082532964,8.06306076049805,-0.0003,-0.006,0.0011,0.0334,-2.8929,-13.3627,26.1970054920895,0.0819329647037077,-0.412644204053219,-0.0011
20:49:49,1302123007201000000,-18,740.204000000,37.4279361227055,-122.183082509929,8.06243515014648,-0.004,-0.0019,-0.0013,0.0203,-1.6484,-15.7135,26.1877235758084,0.0783233305943835,-0.410982626447339,0.0013
20:49:50,1302123008201000000,-18,741.204000000,37.4279360814438,-122.183082470231,8.06840229034424,-0.0044,0.0006,-0.0052,0.0189,0.9236,-10.9782,26.1876662800289,0.075859612075321,-0.413331753407376,0.0052
20:49:51,1302123009201000000,-18,742.204000000,37.4279360099909,-122.183082454561,8.07529354095459,-0.0028,0.0031,-0.0045,-0.0479,5.2689,-13.9002,26.19694819631,0.0784952179329228,-0.413159866068837,0.0045
20:49:52,1302123010201000000,-18,743.204000000,37.4279360051209,-122.183082434467,8.07350158691406,0.0005,0.0013,-0.0079,0.0089,2.9864,-10.4347,26.1987243654749,0.0841675001047179,-0.410180485534156,0.0079
20:49:53,1302123011201000000,-18,744.204000000,37.427936045631,-122.18308242,8.06443405151367,0.0013,0.001,0.0073,-0.0232,4.5058,-8.624,26.2066311830477,0.084912345238388,-0.414477668997637,-0.0073
20:49:54,1302123012201000000,-18,745.204000000,37.4279360441778,-122.183082426312,8.06099128723145,-0.0032,0.0066,-0.0058,-0.0371,4.2834,-7.1443,26.2172881980372,0.0839956127661787,-0.412758795612245,0.0058
20:49:55,1302123013201000000,-18,746.204000000,37.4279360169796,-122.183082457805,8.05955791473389,-0.0037,0.0031,-0.005,0.037,-2.5862,-9.0113,26.2245074662558,0.0858863734901104,-0.409894006636591,0.005
20:49:56,1302123014201000000,-18,747.204000000,37.4279359779621,-122.183082482243,8.06075477600098,-0.0006,-0.0012,-0.0073,-0.0259,5.3247,-12.1983,26.2337320867574,0.0892668244813822,-0.410008598195617,0.0073
20:49:57,1302123015201000000,-18,748.204000000,37.4279359771507,-122.183082491725,8.05956840515137,0.0035,-0.0015,0.0141,0.0318,0.4484,-9.5348,26.2408367634171,0.0905846274101831,-0.412586908273706,-0.0141
20:49:58,1302123016201000000,-18,749.204000000,37.4279360196353,-122.183082472502,8.05445671081543,0.0056,-0.0034,0.0033,0.0378,-3.8955,-11.1353,26.244847467983,0.0890376413633299,-0.410696147549774,-0.0033
20:49:59,1302123017201000000,-18,750.204000000,37.4279360626715,-122.183082445166,8.0493688583374,0.0095,-0.0063,-0.0031,-0.0175,1.9993,-7.5882,26.2566503985627,0.0860009650491366,-0.413503640745915,0.0031
20:50:00,1302123018201000000,-18,751.204000000,37.4279360884752,-122.183082437205,8.05269432067871,0.0008,0.0052,0.0013,-0.0119,3.742,-10.3151,26.2673074135521,0.0838237254276394,-0.41321716184835,-0.0013
20:50:01,1302123019201000000,-18,752.204000000,37.427936034733,-122.183082441393,8.06168460845947,0.0015,0.0001,-0.006,0.0225,-4.0213,-5.9628,26.2769331045103,0.0866312186237805,-0.411269105344905,0.006
20:50:02,1302123020201000000,-18,753.204000000,37.4279359838435,-122.183082448544,8.06818008422852,0.0025,0.0006,-0.0025,0.0476,-0.2552,-10.0943,26.2938926552462,0.086974993300859,-0.411612880021983,0.0025
20:50:03,1302123021201000000,-18,754.204000000,37.4279359711954,-122.183082456929,8.06934928894043,0.0057,0.0024,-0.0131,-0.0119,-0.8731,-9.3171,26.3085603748015,0.0851988241359534,-0.411154513785879,0.0131
20:50:04,1302123022201000000,-18,755.204000000,37.427936022204,-122.183082476972,8.06632995605469,0.0073,0.0032,0.0098,-0.0244,3.3942,-9.9089,26.3204778969402,0.087032289080372,-0.413847415422994,-0.0098
20:50:05,1302123023201000000,-18,756.204000000,37.4279360949615,-122.183082503434,8.06196117401123,0.0045,0.003,-0.0039,-0.008,0.676,-8.4477,26.3310776161502,0.0876625426550159,-0.414821443674716,0.0039
20:50:06,1302123024201000000,-18,757.204000000,37.4279361003575,-122.183082501111,8.06142997741699,0,0.0034,-0.0097,-0.0001,0.9071,-12.2271,26.3427659551708,0.0889230498043038,-0.415910063485465,0.0097
20:50:07,1302123025201000000,-18,758.204000000,37.4279360736567,-122.183082528944,8.06499481201172,0.0012,-0.0041,-0.0051,0.0386,-2.5923,-5.6833,26.3594963227887,0.090470035851157,-0.415738176146925,0.0051
20:50:08,1302123026201000000,-18,759.204000000,37.4279360722173,-122.183082527496,8.06742477416992,-0.003,0.0047,0.0059,-0.0069,2.8097,-10.7674,26.3751380705957,0.0852561199154665,-0.415279809910821,-0.0059
20:50:09,1302123027201000000,-18,760.204000000,37.4279361137124,-122.183082506178,8.06419277191162,0.0041,-0.0031,0.0002,-0.0028,1.9589,-7.2407,26.3909517057413,0.0790108799485405,-0.412987978730297,-0.0002
20:50:10,1302123028201000000,-18,761.204000000,37.4279361360776,-122.183082453142,8.05876731872559,-0.001,0.0072,-0.0051,0.0273,-0.4884,-14.0524,26.409343650965,0.0807870491134461,-0.414363077438611,0.0051
